Order_ID,Order_Date,Customer_ID,Customer_Name,Region,Customer_Segment,Product_Category,Product_Name,Quantity,Unit_Price,Discount,Profit,Total_Sales
ORD002639,2023-12-03,CUST0286,Bryan Simmons,North,Home Office,Electronics,Headphones,1,400.2,0.1,112.23,360.18
ORD002640,2023-03-08,CUST0044,Spencer Mckinney,West,Corporate,Electronics,Laptop,7,463.46,0.15,802.52,2757.59
ORD002641,2023-04-14,CUST0202,Nicole Hughes,Central,Home Office,Furniture,Desk,13,270.94,0.0,597.55,3522.22
ORD002642,2023-05-18,CUST0262,Patrick Hicks,West,Corporate,Clothing,Shirt,9,138.81,0.0,304.23,1249.29
ORD002643,2023-09-28,CUST0211,Jeremiah Watson,East,Corporate,Clothing,Pants,3,575.82,0.0,245.37,1727.46
ORD002644,2023-03-27,CUST0103,Jamie Taylor MD,West,Home Office,Furniture,Chair,6,723.59,0.0,1387.83,4341.54
ORD002645,2023-04-22,CUST0002,Justin Walker,North,Consumer,Electronics,Headphones,9,310.87,0.0,800.02,2797.83
ORD002646,2023-07-26,CUST0233,Nathaniel Bates,South,Home Office,Electronics,Headphones,1,17.64,0.1,3.86,15.88
ORD002647,2023-10-18,CUST0047,Travis Shelton,North,Corporate,Electronics,Monitor,13,17.08,0.1,67.69,199.84
ORD002648,2023-02-17,CUST0197,Laura Schneider,Central,Home Office,Furniture,Desk,3,553.13,0.0,553.33,1659.39
ORD002649,2023-10-25,CUST0345,Andrew Evans,Central,Home Office,Clothing,Tie,12,499.95,0.05,582.63,5699.43
ORD002650,2023-06-22,CUST0154,Donald Hicks,Central,Consumer,Food & Beverage,Juice,8,799.98,0.05,980.29,6079.85
ORD002651,2023-01-26,CUST0012,Robin Munoz,Central,Home Office,Food & Beverage,Water,11,187.01,0.05,253.44,1954.25
ORD002652,2023-02-19,CUST0371,Sheri Landry,South,Corporate,Electronics,Laptop,9,707.67,0.0,784.13,6369.03
ORD002653,2023-11-06,CUST0285,Jessica Morris,East,Home Office,Office Supplies,Stapler,9,126.09,0.1,347.98,1021.33
ORD002654,2023-06-08,CUST0077,Stephanie Jones,North,Consumer,Office Supplies,Folder,1,68.7,0.0,12.43,68.7
ORD002655,2023-05-03,CUST0143,Stephanie Brown,West,Corporate,Electronics,Monitor,6,309.42,0.1,420.73,1670.87
ORD002656,2023-05-09,CUST0146,Lori Potts,Central,Home Office,Office Supplies,Paper,7,361.67,0.15,244.07,2151.94
ORD002657,2023-01-30,CUST0282,Bradley Phillips,South,Corporate,Electronics,Webcam,3,569.48,0.1,503.66,1537.6
ORD002658,2023-12-19,CUST0260,Larry Quinn,South,Consumer,Furniture,Table,8,483.22,0.0,1322.23,3865.76
ORD002659,2023-03-18,CUST0493,Jacob Stephens,West,Consumer,Electronics,Headphones,6,408.13,0.0,549.07,2448.78
ORD002660,2023-12-19,CUST0167,Karen Anderson,South,Corporate,Furniture,Cabinet,11,777.19,0.05,1444.79,8121.64
ORD002661,2023-04-24,CUST0177,Gabrielle Williams,West,Consumer,Electronics,Keyboard,2,140.18,0.0,97.6,280.36
ORD002662,2023-10-14,CUST0487,Laura Morris,South,Home Office,Office Supplies,Pen,9,106.21,0.05,303.82,908.1
ORD002663,2023-11-18,CUST0091,Julie Moore,East,Corporate,Food & Beverage,Coffee,5,537.46,0.05,328.32,2552.94
ORD002664,2023-01-17,CUST0032,Karen Johnson,West,Home Office,Furniture,Desk,1,222.63,0.05,22.39,211.5
ORD002665,2023-02-13,CUST0066,James Bennett,Central,Consumer,Food & Beverage,Snacks,8,83.03,0.0,186.55,664.24
ORD002666,2023-03-31,CUST0103,Jamie Taylor MD,South,Home Office,Clothing,Shirt,6,85.31,0.0,134.99,511.86
ORD002667,2023-05-16,CUST0485,Roger Bartlett,Central,Home Office,Office Supplies,Pen,8,592.31,0.05,1295.81,4501.56
ORD002668,2023-04-25,CUST0490,Judy Jenkins,East,Corporate,Clothing,Tie,1,776.96,0.0,204.94,776.96
ORD002669,2023-03-15,CUST0226,Michael Hughes,West,Consumer,Office Supplies,Paper,14,773.62,0.0,2767.34,10830.68
ORD002670,2023-06-20,CUST0122,Carolyn Smith,North,Corporate,Clothing,Tie,12,641.86,0.0,2626.57,7702.32
ORD002671,2023-06-08,CUST0252,Christine Barrett,South,Corporate,Furniture,Cabinet,9,769.47,0.0,1542.89,6925.23
ORD002672,2023-07-29,CUST0274,Anthony Stewart,South,Consumer,Office Supplies,Pen,12,548.32,0.05,1669.26,6250.85
ORD002673,2023-04-04,CUST0202,Nicole Hughes,West,Consumer,Food & Beverage,Juice,14,343.37,0.05,1524.12,4566.82
ORD002674,2023-12-24,CUST0401,Sharon Reeves,West,Consumer,Furniture,Cabinet,2,765.77,0.1,440.85,1378.39
ORD002675,2023-07-29,CUST0437,Melissa Robinson,Central,Corporate,Food & Beverage,Water,13,504.48,0.05,1350.55,6230.33
ORD002676,2023-02-11,CUST0340,Sharon Shelton,South,Home Office,Electronics,Tablet,4,298.86,0.0,242.91,1195.44
ORD002677,2023-02-25,CUST0413,Vincent Reese,Central,Corporate,Food & Beverage,Tea,8,794.84,0.0,835.46,6358.72
ORD002678,2023-06-10,CUST0443,Holly Beck,East,Consumer,Office Supplies,Pen,5,584.96,0.15,717.17,2486.08
ORD002679,2023-10-08,CUST0079,Craig Mosley,North,Consumer,Electronics,Keyboard,13,515.2,0.0,1682.1,6697.6
ORD002680,2023-07-02,CUST0084,Melissa Walsh,East,Corporate,Food & Beverage,Snacks,1,776.37,0.15,179.98,659.91
ORD002681,2023-05-25,CUST0330,Samantha Taylor,North,Consumer,Electronics,Tablet,12,495.78,0.0,1408.07,5949.36
ORD002682,2023-02-11,CUST0272,Joshua Hernandez,South,Corporate,Furniture,Chair,14,539.92,0.0,1335.51,7558.88
ORD002683,2023-06-22,CUST0347,Yvonne Roy,Central,Corporate,Food & Beverage,Tea,13,155.33,0.0,468.59,2019.29
ORD002684,2023-05-22,CUST0301,Maria Powell,West,Home Office,Electronics,Monitor,7,218.84,0.0,286.2,1531.88
ORD002685,2023-02-20,CUST0419,Michele Summers,North,Consumer,Furniture,Chair,3,654.91,0.0,349.23,1964.73
ORD002686,2023-12-03,CUST0384,John Daniels,East,Consumer,Furniture,Desk,14,38.01,0.15,90.63,452.32
ORD002687,2023-06-09,CUST0313,Jesse Morris,Central,Corporate,Electronics,Webcam,4,404.89,0.0,450.86,1619.56
ORD002688,2023-11-25,CUST0447,Justin Pitts,Central,Corporate,Electronics,Laptop,4,143.08,0.15,73.17,486.47
ORD002689,2023-11-01,CUST0229,Darlene Marshall,Central,Home Office,Food & Beverage,Tea,15,767.0,0.0,1407.82,11505.0
ORD002690,2023-05-22,CUST0017,Whitney Page,North,Consumer,Office Supplies,Paper,14,106.67,0.0,429.43,1493.38
ORD002691,2023-09-12,CUST0383,Megan Wright,North,Home Office,Clothing,Tie,9,340.73,0.15,329.06,2606.58
ORD002692,2023-11-19,CUST0388,Christopher Wright,West,Consumer,Office Supplies,Folder,12,499.22,0.0,1680.01,5990.64
ORD002693,2023-05-13,CUST0051,Michelle Campbell,Central,Home Office,Office Supplies,Folder,8,659.86,0.0,1672.53,5278.88
ORD002694,2023-01-05,CUST0322,Ronnie Wells,North,Consumer,Furniture,Sofa,6,190.41,0.1,145.4,1028.21
ORD002695,2023-03-03,CUST0012,Robin Munoz,West,Consumer,Food & Beverage,Tea,11,695.77,0.05,1676.99,7270.8
ORD002696,2023-01-02,CUST0242,Angela Moore,South,Corporate,Food & Beverage,Coffee,12,192.96,0.0,778.88,2315.52
ORD002697,2023-02-24,CUST0219,Jennifer Ford,North,Home Office,Food & Beverage,Coffee,13,498.22,0.0,857.83,6476.86
ORD002698,2023-04-14,CUST0347,Yvonne Roy,Central,Home Office,Clothing,Jacket,8,399.97,0.0,748.32,3199.76
ORD002699,2023-09-06,CUST0174,Veronica Larsen,South,Consumer,Clothing,Shoes,9,692.68,0.0,907.16,6234.12
ORD002700,2023-05-27,CUST0281,Victoria Hopkins,North,Home Office,Food & Beverage,Water,13,291.24,0.1,367.57,3407.51
ORD002701,2023-03-28,CUST0334,Michael Hardy,East,Home Office,Office Supplies,Notebook,13,617.91,0.0,2563.15,8032.83
ORD002702,2023-04-06,CUST0084,Melissa Walsh,North,Corporate,Food & Beverage,Coffee,13,794.75,0.1,2484.79,9298.58
ORD002703,2023-07-15,CUST0283,Travis Chavez,East,Corporate,Office Supplies,Paper,11,385.65,0.05,1209.87,4030.04
ORD002704,2023-12-16,CUST0350,Joseph Kerr,East,Consumer,Clothing,Hat,12,107.94,0.1,364.21,1165.75
ORD002705,2023-07-06,CUST0357,Debra Prince,South,Consumer,Office Supplies,Pen,12,105.62,0.05,389.71,1204.07
ORD002706,2023-03-16,CUST0199,Joshua Mendoza,North,Consumer,Clothing,Shirt,4,170.14,0.0,234.66,680.56
ORD002707,2023-11-29,CUST0268,Thomas Shaw,East,Consumer,Office Supplies,Notebook,12,602.23,0.0,1842.83,7226.76
ORD002708,2023-04-24,CUST0296,Stefanie Simon,South,Corporate,Food & Beverage,Water,9,66.78,0.0,61.64,601.02
ORD002709,2023-02-24,CUST0379,Lindsay Livingston,West,Home Office,Electronics,Webcam,1,263.37,0.0,29.42,263.37
ORD002710,2023-02-21,CUST0189,Glenn Butler,North,Corporate,Clothing,Tie,6,614.47,0.15,744.32,3133.8
ORD002711,2023-07-18,CUST0358,Samuel Pennington,East,Corporate,Furniture,Desk,11,696.17,0.1,2175.32,6892.08
ORD002712,2023-04-30,CUST0159,Richard Stanley,Central,Consumer,Electronics,Laptop,6,28.4,0.0,54.55,170.4
ORD002713,2023-05-22,CUST0467,Timothy Jones,West,Corporate,Office Supplies,Notebook,8,411.87,0.1,880.18,2965.46
ORD002714,2023-03-04,CUST0164,Tyrone Hubbard,West,Consumer,Food & Beverage,Water,6,599.4,0.0,482.65,3596.4
ORD002715,2023-02-09,CUST0464,Jessica Wagner DVM,West,Corporate,Office Supplies,Pen,3,198.86,0.0,173.77,596.58
ORD002716,2023-09-12,CUST0260,Larry Quinn,North,Corporate,Office Supplies,Stapler,3,310.46,0.15,88.19,791.67
ORD002717,2023-12-10,CUST0416,Joseph Rice,Central,Corporate,Furniture,Desk,12,315.93,0.0,659.32,3791.16
ORD002718,2023-05-30,CUST0223,Michael Simpson,East,Corporate,Clothing,Shoes,8,125.96,0.0,117.06,1007.68
ORD002719,2023-02-22,CUST0014,Traci Rose,West,Consumer,Electronics,Webcam,9,379.12,0.0,669.0,3412.08
ORD002720,2023-05-15,CUST0387,Jason Burgess,West,Home Office,Furniture,Sofa,11,582.29,0.0,796.97,6405.19
ORD002721,2023-06-12,CUST0158,Bradley Bailey,South,Home Office,Electronics,Webcam,3,712.6,0.0,652.74,2137.8
ORD002722,2023-06-04,CUST0258,Jesse Bell,East,Home Office,Clothing,Tie,3,315.91,0.0,228.08,947.73
ORD002723,2023-06-20,CUST0133,William Mueller,West,Home Office,Food & Beverage,Juice,3,716.4,0.0,513.12,2149.2
ORD002724,2023-06-03,CUST0024,Chloe Mercer,West,Corporate,Clothing,Jacket,3,23.07,0.15,19.01,58.83
ORD002725,2023-12-16,CUST0106,Keith Jones,South,Corporate,Electronics,Webcam,14,569.53,0.0,1212.45,7973.42
ORD002726,2023-10-08,CUST0496,Frank Turner,West,Corporate,Clothing,Tie,3,296.14,0.0,137.24,888.42
ORD002727,2023-09-28,CUST0221,Kelly Daniels,Central,Corporate,Food & Beverage,Coffee,7,718.3,0.15,459.67,4273.88
ORD002728,2023-05-15,CUST0265,Claudia Duarte,Central,Corporate,Food & Beverage,Energy Drink,4,153.45,0.15,95.82,521.73
ORD002729,2023-07-09,CUST0399,Connie Garcia,South,Corporate,Electronics,Keyboard,13,34.94,0.1,137.31,408.8
ORD002730,2023-11-06,CUST0396,Tamara Reynolds,South,Corporate,Furniture,Table,7,597.63,0.0,1041.86,4183.41
ORD002731,2023-08-19,CUST0220,Rebecca Chandler,East,Consumer,Office Supplies,Notebook,11,530.15,0.0,1183.09,5831.65
ORD002732,2023-01-30,CUST0378,Heather Jenkins,West,Home Office,Food & Beverage,Juice,8,572.88,0.0,750.12,4583.04
ORD002733,2023-08-12,CUST0436,Cody Russell,North,Home Office,Electronics,Mouse,14,628.29,0.0,1203.22,8796.06
ORD002734,2023-04-03,CUST0245,Jennifer Diaz,South,Corporate,Furniture,Sofa,12,176.9,0.0,587.04,2122.8
ORD002735,2023-03-31,CUST0484,Richard Phillips,South,Corporate,Electronics,Laptop,13,73.88,0.05,280.6,912.42
ORD002736,2023-11-30,CUST0455,Michelle Dickerson,West,Corporate,Food & Beverage,Coffee,8,98.69,0.0,90.24,789.52
ORD002737,2023-05-31,CUST0081,Debbie Dudley,Central,Home Office,Office Supplies,Pen,5,225.54,0.1,204.04,1014.93
ORD002738,2023-10-11,CUST0120,Randy Kim,North,Corporate,Furniture,Chair,14,348.49,0.1,447.73,4390.97
ORD002739,2023-10-27,CUST0439,Bradley Turner MD,South,Consumer,Electronics,Mouse,12,339.37,0.1,1094.72,3665.2
ORD002740,2023-01-08,CUST0049,Jackson Moon,East,Consumer,Clothing,Jacket,8,665.63,0.0,1094.7,5325.04
ORD002741,2023-01-13,CUST0445,Taylor Thompson,North,Corporate,Clothing,Shirt,15,184.59,0.0,553.81,2768.85
ORD002742,2023-04-10,CUST0229,Darlene Marshall,North,Corporate,Electronics,Laptop,5,472.89,0.0,345.65,2364.45
ORD002743,2023-08-23,CUST0094,Richard Martinez,East,Corporate,Clothing,Hat,4,684.46,0.05,364.07,2600.95
ORD002744,2023-05-23,CUST0401,Sharon Reeves,West,Corporate,Furniture,Table,1,438.85,0.1,42.71,394.97
ORD002745,2023-07-23,CUST0388,Christopher Wright,East,Corporate,Electronics,Mouse,15,289.59,0.15,934.83,3692.27
ORD002746,2023-10-09,CUST0167,Karen Anderson,North,Home Office,Food & Beverage,Snacks,12,489.7,0.0,1266.39,5876.4
ORD002747,2023-03-22,CUST0389,Travis Medina,West,Consumer,Food & Beverage,Coffee,3,717.42,0.0,657.65,2152.26
ORD002748,2023-04-24,CUST0179,Matthew Mitchell,North,Corporate,Food & Beverage,Juice,1,113.47,0.05,30.14,107.8
ORD002749,2023-08-20,CUST0203,Matthew Sanchez,East,Consumer,Clothing,Pants,9,520.95,0.0,1614.3,4688.55
ORD002750,2023-10-29,CUST0251,Gregory Cohen,East,Home Office,Food & Beverage,Water,1,370.33,0.0,83.85,370.33
ORD002751,2023-10-07,CUST0223,Michael Simpson,East,Consumer,Clothing,Tie,8,795.07,0.05,1882.98,6042.53
ORD002752,2023-01-12,CUST0087,Adam Taylor,North,Home Office,Electronics,Tablet,12,739.06,0.1,2713.49,7981.85
ORD002753,2023-03-29,CUST0305,Megan Simmons,North,Consumer,Furniture,Chair,15,306.55,0.0,1473.87,4598.25
ORD002754,2023-05-02,CUST0318,Alison Murphy,North,Corporate,Office Supplies,Binder,10,732.39,0.1,1030.2,6591.51
ORD002755,2023-03-22,CUST0179,Matthew Mitchell,South,Consumer,Furniture,Desk,1,766.56,0.0,145.17,766.56
ORD002756,2023-01-21,CUST0079,Craig Mosley,East,Home Office,Office Supplies,Stapler,14,779.14,0.0,2776.6,10907.96
ORD002757,2023-04-26,CUST0173,Randall Scott,East,Corporate,Electronics,Mouse,14,332.78,0.1,1271.7,4193.03
ORD002758,2023-10-14,CUST0146,Lori Potts,South,Home Office,Furniture,Desk,4,701.99,0.0,877.35,2807.96
ORD002759,2023-07-21,CUST0471,Alexis Butler,South,Home Office,Clothing,Pants,1,652.3,0.0,121.79,652.3
ORD002760,2023-10-03,CUST0331,Karen Kemp,South,Consumer,Furniture,Cabinet,13,227.12,0.0,944.6,2952.56
ORD002761,2023-01-30,CUST0228,Mary Wright,East,Home Office,Clothing,Jacket,15,701.53,0.1,2402.68,9470.65
ORD002762,2023-01-29,CUST0061,Curtis Kelley,South,Consumer,Clothing,Shoes,4,74.07,0.05,49.89,281.47
ORD002763,2023-07-10,CUST0143,Stephanie Brown,South,Consumer,Electronics,Monitor,3,482.31,0.0,376.53,1446.93
ORD002764,2023-10-17,CUST0105,Michael Richard,West,Corporate,Food & Beverage,Coffee,10,118.96,0.05,239.12,1130.12
ORD002765,2023-12-26,CUST0118,Brandi Beck,North,Corporate,Office Supplies,Notebook,12,329.61,0.05,1178.9,3757.55
ORD002766,2023-05-21,CUST0243,Aimee Bruce,East,Consumer,Food & Beverage,Energy Drink,15,327.93,0.05,587.5,4673.0
ORD002767,2023-03-14,CUST0360,Dustin Thomas,North,Home Office,Clothing,Shirt,8,649.79,0.0,554.21,5198.32
ORD002768,2023-10-20,CUST0304,Diane Johnston,South,Home Office,Food & Beverage,Water,6,701.53,0.0,485.2,4209.18
ORD002769,2023-03-27,CUST0362,Lauren Flynn,North,Consumer,Office Supplies,Folder,4,690.15,0.0,282.92,2760.6
ORD002770,2023-02-18,CUST0139,Marco Castillo,South,Home Office,Furniture,Chair,10,517.28,0.0,824.75,5172.8
ORD002771,2023-01-26,CUST0265,Claudia Duarte,West,Corporate,Food & Beverage,Juice,11,124.63,0.05,327.37,1302.38
ORD002772,2023-03-06,CUST0192,Heather Anderson,East,Consumer,Furniture,Chair,9,443.03,0.15,1032.55,3389.18
ORD002773,2023-11-18,CUST0409,Susan Hutchinson,East,Home Office,Food & Beverage,Coffee,10,156.56,0.0,274.96,1565.6
ORD002774,2023-10-05,CUST0248,Don Anderson,West,Consumer,Clothing,Shoes,11,315.03,0.1,466.47,3118.8
ORD002775,2023-04-17,CUST0451,Maria Burgess,South,Consumer,Food & Beverage,Tea,9,352.55,0.0,601.25,3172.95
ORD002776,2023-11-13,CUST0483,Dean Reed,North,Consumer,Office Supplies,Paper,12,441.18,0.0,1800.06,5294.16
ORD002777,2023-05-21,CUST0030,Melissa Smith,Central,Corporate,Food & Beverage,Water,12,428.92,0.0,1582.13,5147.04
ORD002778,2023-10-05,CUST0088,Lori Lewis,East,Home Office,Clothing,Tie,13,390.09,0.05,1431.48,4817.61
ORD002779,2023-01-10,CUST0379,Lindsay Livingston,Central,Corporate,Clothing,Shoes,3,531.89,0.0,304.14,1595.67
ORD002780,2023-04-21,CUST0442,Jennifer Riddle,East,Home Office,Office Supplies,Pen,13,474.7,0.0,1474.04,6171.1
ORD002781,2023-03-30,CUST0094,Richard Martinez,East,Consumer,Electronics,Headphones,3,291.84,0.15,248.16,744.19
ORD002782,2023-07-27,CUST0087,Adam Taylor,East,Corporate,Furniture,Table,7,163.13,0.0,365.64,1141.91
ORD002783,2023-11-27,CUST0007,Abigail Vazquez,North,Consumer,Furniture,Desk,15,229.72,0.0,835.38,3445.8
ORD002784,2023-03-31,CUST0305,Megan Simmons,North,Consumer,Food & Beverage,Energy Drink,11,342.74,0.0,1160.71,3770.14
ORD002785,2023-08-16,CUST0021,Zachary Hayes,South,Corporate,Clothing,Shirt,5,736.07,0.0,1129.9,3680.35
ORD002786,2023-01-27,CUST0493,Jacob Stephens,Central,Corporate,Clothing,Pants,3,67.4,0.0,52.93,202.2
ORD002787,2023-01-10,CUST0368,Sarah Medina,South,Home Office,Electronics,Laptop,12,611.8,0.1,1023.5,6607.44
ORD002788,2023-07-09,CUST0391,April Robinson,South,Home Office,Food & Beverage,Snacks,3,140.85,0.05,49.54,401.42
ORD002789,2023-10-31,CUST0114,Dennis Murray,West,Consumer,Electronics,Monitor,1,746.43,0.0,160.74,746.43
ORD002790,2023-12-04,CUST0020,Latasha Morales,East,Corporate,Office Supplies,Paper,2,739.92,0.15,257.23,1257.86
ORD002791,2023-01-29,CUST0243,Aimee Bruce,West,Consumer,Clothing,Jacket,4,571.34,0.15,650.46,1942.56
ORD002792,2023-01-06,CUST0008,Jake Simpson,Central,Corporate,Furniture,Sofa,3,171.91,0.05,60.03,489.94
ORD002793,2023-08-06,CUST0338,Jesse Munoz PhD,South,Consumer,Electronics,Mouse,14,710.56,0.05,1215.96,9450.45
ORD002794,2023-11-26,CUST0480,Anita Mitchell,Central,Corporate,Office Supplies,Folder,2,772.52,0.0,207.51,1545.04
ORD002795,2023-04-13,CUST0367,Bonnie Fleming,North,Corporate,Office Supplies,Stapler,15,656.44,0.0,3238.04,9846.6
ORD002796,2023-04-11,CUST0236,Mark Reynolds,South,Corporate,Clothing,Tie,15,319.86,0.0,1051.47,4797.9
ORD002797,2023-08-04,CUST0458,Todd Alvarez Jr.,North,Corporate,Furniture,Cabinet,10,244.47,0.1,756.15,2200.23
ORD002798,2023-05-23,CUST0451,Maria Burgess,West,Consumer,Clothing,Jacket,14,282.04,0.1,844.43,3553.7
ORD002799,2023-01-11,CUST0045,Pam Ruiz,West,Home Office,Food & Beverage,Tea,4,150.36,0.15,74.48,511.22
ORD002800,2023-03-28,CUST0147,Denise Beltran,Central,Consumer,Clothing,Jacket,5,620.62,0.0,906.56,3103.1
ORD002801,2023-03-28,CUST0113,Randy Mccoy,East,Corporate,Clothing,Jacket,13,169.15,0.05,507.94,2089.0
ORD002802,2023-08-18,CUST0292,Cheryl Williamson,North,Consumer,Office Supplies,Stapler,13,435.81,0.15,752.93,4815.7
ORD002803,2023-03-12,CUST0215,Leonard Cameron,Central,Home Office,Electronics,Keyboard,12,382.07,0.0,1049.6,4584.84
ORD002804,2023-12-28,CUST0137,John Russell,North,Home Office,Electronics,Laptop,10,281.04,0.1,805.85,2529.36
ORD002805,2023-11-17,CUST0454,Benjamin Ortiz,East,Corporate,Office Supplies,Notebook,2,321.79,0.0,102.08,643.58
ORD002806,2023-10-30,CUST0309,Jenna Harris,North,Consumer,Food & Beverage,Snacks,8,433.9,0.0,930.25,3471.2
ORD002807,2023-01-26,CUST0157,Daniel Scott,West,Home Office,Clothing,Tie,2,245.48,0.05,105.55,466.41
ORD002808,2023-09-25,CUST0135,Sheila Gay,East,Consumer,Clothing,Shirt,7,586.28,0.0,966.72,4103.96
ORD002809,2023-08-20,CUST0432,Christopher Jones,East,Corporate,Office Supplies,Paper,14,381.87,0.15,1450.57,4544.25
ORD002810,2023-04-30,CUST0207,Kyle Moore,Central,Consumer,Office Supplies,Folder,5,707.58,0.0,813.25,3537.9
ORD002811,2023-09-22,CUST0383,Megan Wright,Central,Home Office,Electronics,Laptop,3,370.46,0.15,133.89,944.67
ORD002812,2023-02-26,CUST0006,Cory Walker,Central,Corporate,Office Supplies,Pen,12,371.72,0.1,787.92,4014.58
ORD002813,2023-05-29,CUST0500,Heidi Moon,South,Corporate,Clothing,Shoes,1,279.91,0.0,43.94,279.91
ORD002814,2023-05-07,CUST0228,Mary Wright,East,Corporate,Food & Beverage,Tea,4,180.85,0.05,151.71,687.23
ORD002815,2023-08-14,CUST0341,Tina Davila,South,Consumer,Clothing,Shoes,12,636.29,0.0,1809.6,7635.48
ORD002816,2023-03-11,CUST0094,Richard Martinez,South,Corporate,Clothing,Shoes,15,466.09,0.0,2055.63,6991.35
ORD002817,2023-11-11,CUST0009,Brandon Smith,Central,Corporate,Food & Beverage,Energy Drink,9,353.26,0.0,717.24,3179.34
ORD002818,2023-06-18,CUST0347,Yvonne Roy,Central,Consumer,Clothing,Shoes,13,176.12,0.05,328.63,2175.08
ORD002819,2023-12-15,CUST0417,Paul Lewis,South,Home Office,Food & Beverage,Energy Drink,10,696.74,0.1,1812.12,6270.66
ORD002820,2023-07-24,CUST0013,Carlos Fuller,East,Home Office,Office Supplies,Pen,14,541.54,0.0,1840.43,7581.56
ORD002821,2023-03-13,CUST0425,Dylan Murphy,North,Home Office,Clothing,Shirt,5,523.61,0.1,484.56,2356.25
ORD002822,2023-12-25,CUST0392,Matthew Dunn,North,Home Office,Clothing,Tie,12,362.58,0.05,817.13,4133.41
ORD002823,2023-04-06,CUST0430,Victor Jones,North,Consumer,Clothing,Pants,10,745.78,0.15,2054.38,6339.13
ORD002824,2023-01-08,CUST0243,Aimee Bruce,South,Home Office,Food & Beverage,Snacks,13,672.03,0.1,943.71,7862.75
ORD002825,2023-10-18,CUST0418,Amber Morales,Central,Consumer,Clothing,Shirt,9,135.83,0.15,187.78,1039.1
ORD002826,2023-04-15,CUST0396,Tamara Reynolds,South,Corporate,Electronics,Monitor,12,732.82,0.0,2053.13,8793.84
ORD002827,2023-06-07,CUST0313,Jesse Morris,East,Consumer,Clothing,Hat,5,138.82,0.0,193.99,694.1
ORD002828,2023-10-30,CUST0275,Brandon Caldwell,South,Consumer,Furniture,Cabinet,5,554.36,0.15,589.89,2356.03
ORD002829,2023-01-10,CUST0058,Carrie Dyer,East,Corporate,Food & Beverage,Tea,7,367.97,0.05,611.02,2447.0
ORD002830,2023-02-02,CUST0316,Emily Stewart,East,Home Office,Clothing,Pants,1,303.77,0.1,63.6,273.39
ORD002831,2023-05-20,CUST0119,Alexandra Cortez,Central,Home Office,Office Supplies,Folder,13,207.61,0.0,740.43,2698.93
ORD002832,2023-12-22,CUST0348,John Williams,North,Corporate,Food & Beverage,Coffee,7,385.11,0.0,529.96,2695.77
ORD002833,2023-07-12,CUST0489,John Frederick,East,Home Office,Furniture,Bookshelf,2,284.84,0.15,112.31,484.23
ORD002834,2023-01-27,CUST0053,Samuel Boyd,West,Home Office,Office Supplies,Binder,15,582.33,0.0,2841.59,8734.95
ORD002835,2023-12-01,CUST0262,Patrick Hicks,North,Corporate,Electronics,Mouse,8,623.15,0.0,1091.7,4985.2
ORD002836,2023-11-03,CUST0080,Michael Johnson,West,Home Office,Office Supplies,Pen,8,705.67,0.0,608.41,5645.36
ORD002837,2023-11-19,CUST0277,Brett Taylor,North,Home Office,Electronics,Monitor,3,330.66,0.1,126.24,892.78
ORD002838,2023-08-01,CUST0282,Bradley Phillips,South,Home Office,Office Supplies,Stapler,14,428.36,0.0,1589.99,5997.04
ORD002839,2023-01-10,CUST0235,Leah Solis,South,Home Office,Food & Beverage,Energy Drink,10,773.26,0.1,1015.8,6959.34
ORD002840,2023-11-28,CUST0240,Joshua Pierce,East,Consumer,Electronics,Monitor,9,16.71,0.1,36.73,135.35
ORD002841,2023-11-04,CUST0453,David Butler,West,Consumer,Furniture,Sofa,7,322.65,0.0,540.62,2258.55
ORD002842,2023-09-29,CUST0069,James Wilson,North,Consumer,Food & Beverage,Coffee,8,59.6,0.0,166.2,476.8
ORD002843,2023-08-04,CUST0100,Michelle Hayden,East,Corporate,Office Supplies,Notebook,6,645.41,0.05,947.5,3678.84
ORD002844,2023-04-05,CUST0329,Lisa Carpenter,East,Corporate,Food & Beverage,Energy Drink,14,701.91,0.0,1182.21,9826.74
ORD002845,2023-01-06,CUST0377,Michelle Pierce,East,Home Office,Furniture,Cabinet,3,531.24,0.0,245.01,1593.72
ORD002846,2023-11-02,CUST0010,Brian Mason,Central,Consumer,Furniture,Desk,8,300.92,0.0,350.66,2407.36
ORD002847,2023-05-17,CUST0292,Cheryl Williamson,West,Corporate,Electronics,Mouse,10,310.73,0.05,295.76,2951.94
ORD002848,2023-05-31,CUST0125,Jason Davis,West,Corporate,Furniture,Bookshelf,5,47.99,0.0,37.33,239.95
ORD002849,2023-08-06,CUST0131,Christopher Williams,Central,Consumer,Food & Beverage,Juice,13,303.27,0.0,1064.15,3942.51
ORD002850,2023-05-05,CUST0448,Mariah Hooper,West,Home Office,Office Supplies,Binder,9,130.29,0.0,373.56,1172.61
ORD002851,2023-10-19,CUST0232,Kevin Johnson,West,Consumer,Food & Beverage,Water,5,752.17,0.05,724.49,3572.81
ORD002852,2023-04-12,CUST0492,Kayla Hess DVM,South,Consumer,Clothing,Shirt,7,331.54,0.05,553.57,2204.74
ORD002853,2023-11-16,CUST0497,Aaron Brown MD,Central,Corporate,Office Supplies,Binder,2,116.54,0.1,37.26,209.77
ORD002854,2023-09-06,CUST0496,Frank Turner,South,Consumer,Electronics,Keyboard,3,489.79,0.05,203.98,1395.9
